keyword,__tokens__,__pos_json__
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
영양제 100,양제,"[[""영"", ""Modifier""], [""양제"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
직장점심 100,직장 점심,"[[""직장"", ""Noun""], [""점심"", ""Noun""], [""100"", ""Number""]]"
